,id,year,week,purchase_requisition,item_of_requisition,deletion_indicator,purchasing_group,material,division,transferring_division,qte_requested,requisition_date,release_date,valuation_price,base_price,supplier,outline_agreement,principal_agmt_item,purchase_order,purchase_order_item,value
620,160044,2022,41,120400607,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,336.0,1.0,F06582,,0,,0,336.0
621,160045,2022,41,120400608,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,336.0,1.0,F06582,,0,,0,336.0
622,160046,2022,41,120400609,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,336.0,1.0,F06582,,0,,0,336.0
623,160047,2022,41,120400610,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,336.0,1.0,F06582,,0,,0,336.0
624,160048,2022,41,120400611,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,336.0,1.0,F06582,,0,,0,336.0
625,160049,2022,41,120400612,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,336.0,1.0,F06582,,0,,0,336.0
626,160050,2022,41,120400613,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
627,160051,2022,41,120400615,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
628,160052,2022,41,120400616,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
629,160053,2022,41,120400617,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
630,160054,2022,41,120400618,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,72.66,1.0,F06582,,0,,0,72.66
631,160055,2022,41,120400619,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,72.66,1.0,F06582,,0,,0,72.66
632,160056,2022,41,120400620,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,72.66,1.0,F06582,,0,,0,72.66
633,160057,2022,41,120400621,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
634,160058,2022,41,120400622,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
635,160059,2022,41,120400623,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
636,160060,2022,41,120400624,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
637,160061,2022,41,120400625,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,72.66,1.0,F06582,,0,,0,72.66
638,160062,2022,41,120400626,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,72.66,1.0,F06582,,0,,0,72.66
639,160063,2022,41,120400627,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,72.66,1.0,F06582,,0,,0,72.66
640,160064,2022,41,120400628,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
641,160065,2022,41,120400629,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
642,160066,2022,41,120400630,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
643,160067,2022,41,120400631,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,72.66,1.0,F06582,,0,,0,72.66
644,160068,2022,41,120400632,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,72.66,1.0,F06582,,0,,0,72.66
645,160069,2022,41,120400634,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,72.66,1.0,F06582,,0,,0,72.66
646,160070,2022,41,120400635,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,72.66,1.0,F06582,,0,,0,72.66
647,160071,2022,41,120400636,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,22.75,1.0,F06582,,0,,0,22.75
648,160072,2022,41,120400637,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,22.75,1.0,F06582,,0,,0,22.75
649,160073,2022,41,120400638,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,22.75,1.0,F06582,,0,,0,22.75
650,160074,2022,41,120400639,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,22.75,1.0,F06582,,0,,0,22.75
651,160075,2022,41,120400640,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,22.75,1.0,F06582,,0,,0,22.75
652,160076,2022,41,120400641,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,22.75,1.0,F06582,,0,,0,22.75
653,160077,2022,41,120400642,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,22.75,1.0,F06582,,0,,0,22.75
654,160078,2022,41,120400643,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,22.75,1.0,F06582,,0,,0,22.75
655,160079,2022,41,120400644,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,22.75,1.0,F06582,,0,,0,22.75
656,160080,2022,41,120400645,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,22.75,1.0,F06582,,0,,0,22.75
657,160081,2022,41,120400646,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,22.75,1.0,F06582,,0,,0,22.75
658,160082,2022,41,120400647,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,22.75,1.0,F06582,,0,,0,22.75
659,160083,2022,41,120400648,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,22.75,1.0,F06582,,0,,0,22.75
660,160084,2022,41,120400649,10,,D51,,2010,0,5.0,2022-06-15,2022-10-03,19.7,1.0,F06582,,0,,0,98.5
661,160085,2022,41,120400650,10,,D51,,2010,0,5.0,2022-06-15,2022-10-03,19.7,1.0,F06582,,0,,0,98.5
662,160086,2022,41,120400651,10,,D51,,2010,0,5.0,2022-06-15,2022-10-03,19.7,1.0,F06582,,0,,0,98.5
663,160087,2022,41,120400652,10,,D51,,2010,0,5.0,2022-06-15,2022-10-03,19.7,1.0,F06582,,0,,0,98.5
664,160088,2022,41,120400653,10,,D51,,2010,0,5.0,2022-06-15,2022-08-22,19.7,1.0,F06582,,0,,0,98.5
665,160089,2022,41,120400654,10,,D51,,2010,0,5.0,2022-06-15,2022-09-27,19.7,1.0,F06582,,0,,0,98.5
666,160090,2022,41,120400656,10,,D51,,2010,0,5.0,2022-06-15,2022-08-22,19.7,1.0,F06582,,0,,0,98.5
667,160091,2022,41,120400657,10,,D51,,2010,0,3.0,2022-06-15,2022-10-03,19.7,1.0,F06582,,0,,0,59.099999999999994
668,160092,2022,41,120400658,10,,D51,,2010,0,3.0,2022-06-15,2022-10-03,19.7,1.0,F06582,,0,,0,59.099999999999994
669,160093,2022,41,120400659,10,,D51,,2010,0,3.0,2022-06-15,2022-10-03,19.7,1.0,F06582,,0,,0,59.099999999999994
670,160094,2022,41,120400660,10,,D51,,2010,0,3.0,2022-06-15,2022-10-03,19.7,1.0,F06582,,0,,0,59.099999999999994
671,160095,2022,41,120400661,10,,D51,,2010,0,3.0,2022-06-15,2022-08-22,19.7,1.0,F06582,,0,,0,59.099999999999994
672,160096,2022,41,120400662,10,,D51,,2010,0,3.0,2022-06-15,2022-09-27,19.7,1.0,F06582,,0,,0,59.099999999999994
673,160097,2022,41,120400663,10,,D51,,2010,0,3.0,2022-06-15,2022-08-22,19.7,1.0,F06582,,0,,0,59.099999999999994
674,160098,2022,41,120400666,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,49.0,1.0,F06582,,0,,0,49.0
675,160099,2022,41,120400667,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,49.0,1.0,F06582,,0,,0,49.0
676,160100,2022,41,120400668,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,49.0,1.0,F06582,,0,,0,49.0
677,160101,2022,41,120400669,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,49.0,1.0,F06582,,0,,0,49.0
678,160102,2022,41,120400670,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,49.0,1.0,F06582,,0,,0,49.0
679,160103,2022,41,120400671,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,49.0,1.0,F06582,,0,,0,49.0
680,160104,2022,41,120400672,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,49.0,1.0,F06582,,0,,0,49.0
681,160105,2022,41,120400673,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,119.0,1.0,F06582,,0,,0,119.0
682,160106,2022,41,120400674,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,119.0,1.0,F06582,,0,,0,119.0
683,160107,2022,41,120400675,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,119.0,1.0,F06582,,0,,0,119.0
684,160108,2022,41,120400676,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,119.0,1.0,F06582,,0,,0,119.0
685,160109,2022,41,120400677,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,119.0,1.0,F06582,,0,,0,119.0
686,160110,2022,41,120400678,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,119.0,1.0,F06582,,0,,0,119.0
687,160111,2022,41,120400679,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,119.0,1.0,F06582,,0,,0,119.0
688,160112,2022,41,120400680,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,119.0,1.0,F06582,,0,,0,119.0
689,160113,2022,41,120400681,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,119.0,1.0,F06582,,0,,0,119.0
690,160114,2022,41,120400682,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,119.0,1.0,F06582,,0,,0,119.0
691,160115,2022,41,120400683,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,119.0,1.0,F06582,,0,,0,119.0
692,160116,2022,41,120400684,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,119.0,1.0,F06582,,0,,0,119.0
693,160117,2022,41,120400685,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,119.0,1.0,F06582,,0,,0,119.0
694,160118,2022,41,120400686,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,119.0,1.0,F06582,,0,,0,119.0
695,160119,2022,41,120400687,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,4.6,1.0,F06582,,0,,0,4.6
696,160120,2022,41,120400688,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,4.6,1.0,F06582,,0,,0,4.6
697,160121,2022,41,120400689,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,4.6,1.0,F06582,,0,,0,4.6
698,160122,2022,41,120400690,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,4.6,1.0,F06582,,0,,0,4.6
699,160123,2022,41,120400691,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,4.6,1.0,F06582,,0,,0,4.6
700,160124,2022,41,120400692,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,4.6,1.0,F06582,,0,,0,4.6
701,160125,2022,41,120400693,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,4.6,1.0,F06582,,0,,0,4.6
702,160126,2022,41,120400694,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,3.1,1.0,F06582,,0,,0,3.1
703,160127,2022,41,120400695,10,,D51,,2010,0,1.0,2022-06-15,2022-10-07,3.1,1.0,F06582,,0,,0,3.1
704,160128,2022,41,120400696,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,3.1,1.0,F06582,,0,,0,3.1
705,160129,2022,41,120400697,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,3.1,1.0,F06582,,0,,0,3.1
706,160130,2022,41,120400698,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,3.1,1.0,F06582,,0,,0,3.1
707,160131,2022,41,120400699,10,,D51,,2010,0,1.0,2022-06-15,2022-09-27,3.1,1.0,F06582,,0,,0,3.1
708,160132,2022,41,120400700,10,,D51,,2010,0,1.0,2022-06-15,2022-08-22,3.1,1.0,F06582,,0,,0,3.1
709,160133,2022,41,120400701,10,,D51,,2010,0,1.0,2022-06-15,2022-10-03,22.75,1.0,F06582,,0,,0,22.75
710,160134,2022,41,120404264,10,,D64,IS0059772H,2010,0,40.0,2022-06-18,2022-05-20,58.0,1.0,,,0,,0,2320.0
711,160135,2022,41,120404265,10,,D64,IS0059778H,2010,0,44.0,2022-06-18,2022-05-20,0.75,1.0,,,0,,0,33.0
712,160136,2022,41,120404266,10,,D64,IS0059779H,2010,0,22.0,2022-06-18,2022-05-20,0.8,1.0,,,0,,0,17.6
713,160137,2022,41,120404312,10,,D64,IS0060293S,2010,0,8.0,2022-06-18,2022-01-21,7.25,1.0,,,0,,0,58.0
714,160138,2022,41,120404313,10,,D64,IS0060294S,2010,0,8.0,2022-06-18,2022-01-21,11.55,1.0,,,0,,0,92.4
715,160139,2022,41,120404340,10,,D51,IS0021514S,2010,0,1192.0,2022-06-18,2022-05-20,50.59,1000.0,,,0,4501224957.0,70,60.30328
716,160140,2022,41,120408866,10,,P21,IS0037388E,2030,0,87.0,2022-06-18,2022-07-05,1.09,1.0,F06546,,0,4501236033.0,20,94.83000000000001
717,160145,2022,41,120410625,10,,MA0,4930466,2400,0,5.0,2022-06-18,2022-04-04,0.0,0.0,F05699,4600002213.0,820,,0,0.0
718,160146,2022,41,120410629,10,,MA0,4930603,2400,0,7.0,2022-06-18,2022-02-17,0.0,0.0,,,0,,0,0.0
719,160147,2022,41,120410630,10,,MA0,4930482,2400,0,90.0,2022-06-18,2022-02-18,0.0,0.0,FM0136,,0,,0,0.0
720,160148,2022,41,120410631,10,,MA0,4930483,2400,0,126.0,2022-06-18,2022-02-18,0.0,0.0,FM0136,,0,,0,0.0
721,160149,2022,41,120410632,10,,MA0,4930484,2400,0,75.0,2022-06-18,2022-02-18,0.0,0.0,FM0136,,0,,0,0.0
722,160150,2022,41,120410633,10,,MA0,4930486,2400,0,18.0,2022-06-18,2022-02-18,0.0,0.0,FM0136,,0,,0,0.0
723,160151,2022,41,120410634,10,,MA0,4930236,2400,0,4.0,2022-06-18,2022-04-28,0.0,0.0,F05699,4600002213.0,830,,0,0.0
724,160152,2022,41,120410635,10,,MA0,4930420,2400,0,8.0,2022-06-18,2022-02-18,0.0,0.0,F05699,4600002213.0,300,,0,0.0
725,160153,2022,41,120410636,10,,MA0,4930557,2400,0,1100.0,2022-06-18,2022-04-04,0.0,0.0,F06794,,0,,0,0.0
726,160154,2022,41,120410638,10,,MA0,4931300,2400,0,8.0,2022-06-18,2022-02-17,0.0,0.0,,,0,,0,0.0
727,160169,2022,41,120433947,10,,MA0,IS0020721S,2000,0,428.0,2022-06-18,2022-08-26,3.77,17.0,F06190,4600002012.0,10,,0,94.91529411764706
728,160170,2022,41,120449083,10,,D63,IS0051680S,2000,0,1.0,2022-06-25,2022-05-20,60.35,1.0,,,0,4501223596.0,10,60.35
729,160171,2022,41,120449195,10,,MA0,4929830,2000,0,21.0,2022-06-25,2022-09-12,0.0,0.0,F02674,4600002084.0,10,4501223595.0,220,0.0
730,160172,2022,41,120449197,10,,MA0,4929842,2000,0,168.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,30,4501223595.0,230,0.0
731,160173,2022,41,120449213,10,,MA0,4929843,2000,0,665.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,40,4501223595.0,240,0.0
732,160174,2022,41,120449221,10,,MA0,4929846,2000,0,82.0,2022-06-25,2022-09-12,0.0,0.0,F02674,4600002084.0,50,4501223595.0,250,0.0
733,160175,2022,41,120449222,10,,MA0,4929847,2000,0,72.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,60,4501223595.0,260,0.0
734,160176,2022,41,120449225,10,,MA0,4929849,2000,0,85.0,2022-06-25,2022-09-12,0.0,0.0,F02674,4600002084.0,80,4501223595.0,270,0.0
735,160177,2022,41,120449233,10,,MA0,4929850,2000,0,250.0,2022-06-25,2022-09-12,0.0,0.0,F02674,4600002084.0,90,4501223595.0,280,0.0
736,160178,2022,41,120449234,10,,MA0,4929851,2000,0,55.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,100,4501223595.0,290,0.0
737,160179,2022,41,120449247,10,,MA0,4929853,2000,0,72.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,120,4501223595.0,300,0.0
738,160180,2022,41,120449248,10,,MA0,4929855,2000,0,144.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,140,4501223595.0,310,0.0
739,160181,2022,41,120449255,10,,MA0,4929857,2000,0,162.0,2022-06-25,2022-09-12,0.0,0.0,F02674,4600002084.0,160,4501223595.0,320,0.0
740,160182,2022,41,120450680,10,,MA0,4929838,2000,0,27.0,2022-06-25,2022-09-23,0.0,0.0,F06190,4600002012.0,130,,0,0.0
741,160183,2022,41,120450681,10,,MA0,4929848,2000,0,34.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,70,4501223595.0,330,0.0
742,160184,2022,41,120450682,10,,MA0,4929852,2000,0,34.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,110,4501223595.0,340,0.0
743,160185,2022,41,120450683,10,,MA0,4929854,2000,0,1594.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,130,4501223595.0,350,0.0
744,160186,2022,41,120450684,10,,MA0,4929856,2000,0,100.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,150,4501223595.0,360,0.0
745,160187,2022,41,120452825,10,,D53,IS0052215H,2000,0,1536.0,2022-06-25,2022-03-21,0.29,1.0,,,0,,0,445.43999999999994
746,160188,2022,41,120455340,10,,MA0,4929840,2000,0,130.0,2022-06-25,2022-09-19,0.0,0.0,F02674,4600002084.0,20,4501223595.0,370,0.0
747,160189,2022,41,120457497,10,,MA0,4931131,2000,0,20.0,2022-06-25,2022-09-26,0.0,0.0,F06190,,0,,0,0.0
748,160190,2022,41,120457498,10,,MA0,4931148,2000,0,100.0,2022-06-25,2022-09-26,0.0,0.0,F06190,,0,,0,0.0
749,160191,2022,41,120457515,10,,D51,IS0035592S,2040,0,1.0,2022-06-25,2022-05-24,35.8,1.0,,,0,,0,35.8
750,160192,2022,41,120457526,10,,D51,IS0020831S,2010,0,1.0,2022-06-25,2022-04-19,1052.4,30.0,,,0,4501215195.0,10,35.080000000000005
751,160193,2022,41,120457544,10,,D51,IS0033361S,2010,0,1.0,2022-06-25,2022-04-19,9.46,1.0,,,0,4501215266.0,10,9.46
752,160194,2022,41,120458267,10,,D72,IS0052220H,2020,0,1122.4,2022-06-25,2022-05-20,1.9,10.0,F06694,4600002342.0,10,4501236063.0,10,213.25600000000003
753,160200,2022,41,120458738,10,,A07,IS0033882S,2040,0,10.0,2022-06-25,2022-04-21,5.71,100.0,,,0,,0,0.571
754,160201,2022,41,120458747,10,,P19,IS0059560S,2600,0,1.0,2022-06-25,2022-05-12,0.0,1.0,FC0059,,0,4501236142.0,10,0.0
755,160202,2022,41,120458791,10,,D74,IS0055638H,2300,0,10.0,2022-06-25,2022-05-18,6.33,1.0,F79795,,0,4501236124.0,10,63.3
756,160208,2022,41,120460666,10,,MA0,4930743,2400,0,20.0,2022-06-25,2022-04-28,0.0,0.0,F05699,4600002213.0,410,,0,0.0
757,160209,2022,41,120460670,10,,MA0,4930445,2400,0,12.0,2022-06-25,2022-04-04,0.0,0.0,F05699,4600002213.0,580,,0,0.0
758,160216,2022,41,120463398,10,,A07,4930809,2500,0,3.0,2022-06-25,2022-10-08,0.0,0.0,,,0,,0,0.0
759,160218,2022,41,120532523,10,,D51,IS0012317S,2010,0,58.0,2022-06-28,2022-09-19,0.32,1.0,,,0,,0,18.56
760,160219,2022,41,120533046,10,,D51,IS0030363S,2010,0,10.0,2022-06-28,2022-09-19,6.62,1.0,,,0,,0,66.2
761,160220,2022,41,120533072,10,,D51,IS0030364S,2010,0,12.0,2022-06-28,2022-09-19,5.72,1.0,,,0,,0,68.64
762,160221,2022,41,120533098,10,,D51,IS0031535S,2010,0,10.0,2022-06-28,2022-09-19,6.81,1.0,,,0,,0,68.1
763,160222,2022,41,120533180,10,,D51,IS0032125S,2010,0,19.0,2022-06-28,2022-09-19,10.98,1.0,,,0,,0,208.62
764,160223,2022,41,120533733,10,,D51,IS0006992S,2010,0,285.0,2022-06-28,2022-04-19,23.54,15.0,,,0,,0,447.26
765,160224,2022,41,120533734,10,,D51,IS0006992S,2010,0,228.0,2022-06-28,2022-05-20,23.54,15.0,,,0,,0,357.808
766,160225,2022,41,120533735,10,,D51,IS0006992S,2010,0,72.4,2022-06-28,2022-06-21,23.54,15.0,,,0,,0,113.61973333333333
767,160226,2022,41,120533736,10,,D51,IS0006992S,2010,0,15.0,2022-06-28,2022-08-19,23.54,15.0,,,0,,0,23.54
768,160227,2022,41,120534012,10,,D51,IS0020863S,2010,0,1.0,2022-06-28,2022-08-17,13.03,1.0,,,0,,0,13.03
769,160228,2022,41,120534014,10,,D51,IS0020863S,2010,0,1.0,2022-06-28,2022-09-19,13.03,1.0,,,0,,0,13.03
770,160229,2022,41,120534292,10,,D51,IS0013072S,2010,0,12.0,2022-06-28,2022-07-29,2.0,1.0,,,0,,0,24.0
771,160230,2022,41,120534346,10,,D51,IS0019533S,2010,0,6.0,2022-06-28,2022-08-30,0.13,1.0,F06547,,0,4501236036.0,60,0.78
772,160231,2022,41,120534377,10,,D51,IS0050788S,2010,0,6.0,2022-06-28,2022-09-16,9.75,1.0,,,0,,0,58.5
773,160232,2022,41,120534523,10,,D51,IS0053095S,2010,0,12.0,2022-06-28,2022-07-25,12.5,1.0,F01646,,0,4501236014.0,10,150.0
774,160233,2022,41,120534525,10,,D51,IS0053096S,2010,0,12.0,2022-06-28,2022-07-25,12.12,1.0,F01646,,0,4501236014.0,20,145.44
775,160234,2022,41,120534728,10,,C72,IS0007384S,2010,0,4.0,2022-06-28,2022-04-20,95.25,1.0,,,0,,0,381.0
776,160235,2022,41,120534729,10,,C72,IS0007384S,2010,0,2.0,2022-06-28,2022-05-23,95.25,1.0,,,0,,0,190.5
777,160236,2022,41,120534730,10,,C72,IS0007384S,2010,0,2.0,2022-06-28,2022-06-22,95.25,1.0,,,0,,0,190.5
778,160237,2022,41,120534731,10,,C72,IS0007384S,2010,0,2.0,2022-06-28,2022-07-20,95.25,1.0,,,0,,0,190.5
779,160238,2022,41,120534732,10,,C72,IS0007384S,2010,0,2.0,2022-06-28,2022-08-22,95.25,1.0,,,0,,0,190.5
780,160239,2022,41,120534733,10,,C72,IS0007384S,2010,0,2.0,2022-06-28,2022-09-14,95.25,1.0,,,0,,0,190.5
781,160240,2022,41,120534844,10,,D51,IS0019458S,2010,0,6.0,2022-06-28,2022-05-18,5.54,1.0,,,0,,0,33.24
782,160241,2022,41,120534845,10,,D51,IS0019458S,2010,0,4.0,2022-06-28,2022-06-20,5.54,1.0,,,0,,0,22.16
783,160242,2022,41,120534846,10,,D51,IS0019458S,2010,0,4.0,2022-06-28,2022-07-20,5.54,1.0,,,0,,0,22.16
784,160243,2022,41,120534847,10,,D51,IS0019458S,2010,0,4.0,2022-06-28,2022-08-17,5.54,1.0,,,0,,0,22.16
785,160244,2022,41,120534848,10,,D51,IS0019458S,2010,0,4.0,2022-06-28,2022-09-19,5.54,1.0,,,0,,0,22.16
786,160245,2022,41,120535005,10,,D51,IS0031896S,2010,0,2.0,2022-06-28,2022-08-17,4.0,1.0,,,0,,0,8.0
787,160246,2022,41,120535006,10,,D51,IS0031896S,2010,0,6.0,2022-06-28,2022-09-19,4.0,1.0,,,0,,0,24.0
788,160247,2022,41,120535057,10,,D51,IS0031899S,2010,0,75.0,2022-06-28,2022-05-18,3.17,1.0,,,0,,0,237.75
789,160248,2022,41,120535058,10,,D51,IS0031899S,2010,0,61.0,2022-06-28,2022-06-20,3.17,1.0,,,0,,0,193.37
790,160249,2022,41,120535059,10,,D51,IS0031899S,2010,0,63.0,2022-06-28,2022-08-17,3.17,1.0,,,0,,0,199.71
791,160250,2022,41,120535060,10,,D51,IS0031899S,2010,0,64.0,2022-06-28,2022-09-19,3.17,1.0,,,0,,0,202.88
792,160251,2022,41,120535110,10,,D51,IS0033426S,2010,0,10.0,2022-06-28,2022-05-18,12.85,1.0,,,0,,0,128.5
793,160252,2022,41,120535111,10,,D51,IS0033426S,2010,0,5.0,2022-06-28,2022-06-20,12.85,1.0,,,0,,0,64.25
794,160253,2022,41,120535112,10,,D51,IS0033426S,2010,0,6.0,2022-06-28,2022-07-20,12.85,1.0,,,0,,0,77.1
795,160254,2022,41,120535113,10,,D51,IS0033426S,2010,0,6.0,2022-06-28,2022-08-17,12.85,1.0,,,0,,0,77.1
796,160255,2022,41,120535114,10,,D51,IS0033426S,2010,0,6.0,2022-06-28,2022-09-19,12.85,1.0,,,0,,0,77.1
797,160256,2022,41,120535138,10,,D51,IS0033451S,2010,0,4.0,2022-06-28,2022-09-19,13.42,1.0,,,0,,0,53.68
798,160257,2022,41,120535165,10,,D51,IS0050036S,2010,0,18.28,2022-06-28,2022-07-20,300.08,100.0,,,0,,0,54.854624
799,160258,2022,41,120535166,10,,D51,IS0050036S,2010,0,71.23,2022-06-28,2022-08-17,300.08,100.0,,,0,,0,213.746984
800,160259,2022,41,120535167,10,,D51,IS0050036S,2010,0,72.53,2022-06-28,2022-09-19,300.08,100.0,,,0,,0,217.648024
801,160260,2022,41,120535237,10,,D51,IS0055744S,2010,0,2.0,2022-06-28,2022-05-18,2.0,1.0,,,0,,0,4.0
802,160261,2022,41,120535238,10,,D51,IS0055744S,2010,0,1.0,2022-06-28,2022-06-20,2.0,1.0,,,0,,0,2.0
803,160262,2022,41,120535239,10,,D51,IS0055744S,2010,0,1.0,2022-06-28,2022-07-20,2.0,1.0,,,0,,0,2.0
804,160263,2022,41,120535240,10,,D51,IS0055744S,2010,0,1.0,2022-06-28,2022-08-17,2.0,1.0,,,0,,0,2.0
805,160264,2022,41,120535241,10,,D51,IS0055744S,2010,0,1.0,2022-06-28,2022-09-19,2.0,1.0,,,0,,0,2.0
806,160265,2022,41,120535266,10,,D51,IS0056409S,2010,0,4.0,2022-06-28,2022-05-18,4.52,1.0,,,0,,0,18.08
807,160266,2022,41,120535267,10,,D51,IS0056409S,2010,0,2.0,2022-06-28,2022-06-20,4.52,1.0,,,0,,0,9.04
808,160267,2022,41,120535268,10,,D51,IS0056409S,2010,0,2.0,2022-06-28,2022-07-20,4.52,1.0,,,0,,0,9.04
809,160268,2022,41,120535269,10,,D51,IS0056409S,2010,0,2.0,2022-06-28,2022-08-17,4.52,1.0,,,0,,0,9.04
810,160269,2022,41,120535270,10,,D51,IS0056409S,2010,0,2.0,2022-06-28,2022-09-19,4.52,1.0,,,0,,0,9.04
811,160270,2022,41,120535305,10,,D51,IS0056885S,2010,0,1.0,2022-06-28,2022-05-18,8.5,1.0,,,0,,0,8.5
812,160271,2022,41,120535308,10,,D51,IS0056886S,2010,0,1.0,2022-06-28,2022-05-18,13.18,1.0,,,0,,0,13.18
813,160272,2022,41,120535309,10,,D51,IS0056886S,2010,0,1.0,2022-06-28,2022-08-17,13.18,1.0,,,0,,0,13.18
814,160273,2022,41,120535317,10,,D51,IS0057158S,2010,0,14.0,2022-06-28,2022-05-18,14.26,1.0,,,0,,0,199.64
815,160274,2022,41,120535318,10,,D51,IS0057158S,2010,0,7.0,2022-06-28,2022-06-20,14.26,1.0,,,0,,0,99.82
816,160275,2022,41,120535319,10,,D51,IS0057158S,2010,0,7.0,2022-06-28,2022-07-20,14.26,1.0,,,0,,0,99.82
817,160276,2022,41,120535320,10,,D51,IS0057158S,2010,0,8.0,2022-06-28,2022-08-17,14.26,1.0,,,0,,0,114.08
818,160277,2022,41,120535321,10,,D51,IS0057158S,2010,0,8.0,2022-06-28,2022-09-19,14.26,1.0,,,0,,0,114.08
